word,count,happiness,kind
system,613,5.3,tip
ability,64,6.68,tip
transaction,86,5.62,tip
argue,83,3.0,tip
largest,171,6.34,tip
contract,105,5.46,tip
clip,29,5.36,tip
weary,27,4.08,tip
indicated,40,5.0,tip
scale,114,4.88,tip
designed,129,6.3,tip
lens,32,5.86,tip
brain,90,6.52,tip
active,158,6.82,tip
satisfaction,87,7.34,tip
percentage,25,5.2,tip
mothers,142,7.36,tip
betty,88,5.16,tip
flippin,23,5.71,tip
signal,59,5.44,tip
sally,55,5.48,tip
pleasure,363,8.08,tip
syndrome,6,3.36,tip
walker,41,5.6,tip
knocks,16,5.41,tip
flick,24,5.34,tip
ending,137,4.02,tip
stiff,79,4.63,tip
furthermore,9,5.45,tip
slim,66,6.06,tip
sneak,91,4.3,tip
las,131,5.06,tip
fights,52,3.0,tip
completed,86,6.82,tip
broader,6,5.58,tip
coverage,59,5.66,tip
beds,287,6.17,tip
push,122,4.44,tip
gasoline,31,4.62,tip
cynthia,19,5.26,tip
strap,15,4.92,tip
minor,95,4.66,tip
usa,245,6.58,tip
substance,21,5.56,tip
roundup,11,4.98,tip
mayer,9,5.02,tip
ninth,5,5.18,tip
ward,41,4.84,tip
chairman,8,5.3,tip
agreement,35,6.32,tip
napoleon,47,4.96,tip
asshole,92,2.4,tip
rite,102,5.32,tip
streets,165,5.64,tip
strung,11,4.66,tip
breast,233,6.22,tip
ground,442,5.26,tip
keyboard,10,6.12,tip
hook,326,4.74,tip
pumping,20,5.86,tip
jumping,69,6.14,tip
urban,210,5.84,tip
federal,67,4.94,tip
society,87,5.78,tip
han,66,4.94,tip
wives,12,5.74,tip
import,36,5.72,tip
nerve,31,4.82,tip
gentleman,132,6.96,tip
toe,78,5.1,tip
dusty,48,3.92,tip
conversations,78,6.3,tip
amazed,123,7.22,tip
ty,67,5.12,tip
lace,31,5.74,tip
costumes,68,6.72,tip
appear,135,5.84,tip
inadequate,18,3.06,tip
captain,162,6.6,tip
cow,191,5.82,tip
sang,29,6.52,tip
vocal,10,6.04,tip
performance,127,6.74,tip
bliss,140,7.24,tip
pages,53,5.62,tip
fireworks,130,7.14,tip
silk,54,6.88,tip
johnson,47,5.4,tip
brings,194,5.8,tip
fo,75,4.78,tip
suckers,22,3.3,tip
tricks,18,5.38,tip
hmmmm,74,5.26,tip
shells,129,6.06,tip
onto,201,5.14,tip
lists,76,5.1,tip
oven,423,6.08,tip
compare,217,5.32,tip
transformation,18,6.22,tip
buses,43,5.02,tip
cincinnati,26,5.48,tip
ap,27,4.86,tip
romance,14,7.5,tip
bulletin,7,5.58,tip
comparative,4,5.59,tip
del,140,5.12,tip
rocky,141,4.7,tip
brick,242,5.18,tip
ugly,167,2.74,tip
jesus,151,6.52,tip
content,79,6.02,tip
weak,368,2.84,tip
hundred,61,5.82,tip
pun,44,5.88,tip
dedicated,117,6.82,tip
doug,67,5.08,tip
lou,134,5.4,tip
avoided,28,3.98,tip
awareness,32,6.18,tip
islands,83,6.58,tip
rims,17,5.54,tip
cardinal,43,5.54,tip
leads,53,6.06,tip
discharge,3,4.04,tip
handed,151,5.76,tip
eventually,87,5.28,tip
gary,86,5.1,tip
photographer,25,6.64,tip
crimson,11,6.0,tip
mud,86,4.78,tip
bailey,62,5.42,tip
pregnant,93,6.22,tip
fog,48,4.9,tip
gop,2,4.32,tip
medicaid,5,5.08,tip
jag,12,5.06,tip
newest,134,6.5,tip
obsession,32,3.74,tip
motors,12,5.22,tip
faculty,20,5.5,tip
moon,275,7.28,tip
transformed,21,6.18,tip
carnival,50,7.1,tip
swear,149,4.24,tip
humans,44,6.76,tip
apartments,118,5.16,tip
milton,7,5.04,tip
strain,12,3.73,tip
particle,2,5.53,tip
fever,44,2.78,tip
physics,1,5.48,tip
pleased,509,7.4,tip
alicia,37,5.52,tip
designer,111,6.32,tip
op,81,4.68,tip
banging,130,4.94,tip
hollywood,53,6.34,tip
lick,80,5.4,tip
described,65,5.58,tip
branches,23,6.35,tip
bush,35,4.86,tip
susan,89,5.34,tip
bedford,2,5.42,tip
washington,174,6.04,tip
soundtrack,40,6.34,tip
released,32,6.34,tip
melissa,146,5.5,tip
columbus,49,5.86,tip
mia,77,5.22,tip
ink,93,5.56,tip
factor,63,5.1,tip
homework,61,3.92,tip
gloria,15,5.36,tip
nation,76,6.06,tip
warned,326,3.52,tip
answers,141,6.48,tip
stir,226,5.0,tip
owe,55,3.54,tip
feelings,39,5.84,tip
perfume,36,6.62,tip
ashamed,51,2.59,tip
kitty,136,6.62,tip
escape,169,5.64,tip
haunted,103,3.54,tip
woods,53,6.16,tip
consulting,5,5.6,tip
rep,96,4.8,tip
bueno,195,6.06,tip
wanting,250,4.66,tip
microsoft,4,5.62,tip
loc,19,4.7,tip
existed,33,6.35,tip
monde,173,5.36,tip
divided,19,4.36,tip
pounds,79,5.3,tip
gig,32,5.96,tip
jungle,89,5.69,tip
downstairs,408,5.16,tip
dia,26,5.2,tip
treasure,269,7.4,tip
hunting,66,4.1,tip
flex,21,5.87,tip
strongly,148,6.14,tip
ye,26,5.12,tip
nearest,48,6.02,tip
council,24,4.94,tip
precious,51,7.34,tip
robert,156,5.3,tip
successful,54,8.16,tip
ar,29,4.92,tip
skirt,95,6.04,tip
bottom,413,4.44,tip
intense,82,5.66,tip
tall,242,5.84,tip
converted,42,5.26,tip
hp,18,5.38,tip
convince,43,5.78,tip
teaches,18,6.7,tip
scores,31,5.9,tip
cave,76,5.73,tip
stairs,220,5.12,tip
stab,9,3.45,tip
coin,61,6.54,tip
pissed,114,2.54,tip
freak,57,4.64,tip
grow,102,6.68,tip
cam,35,5.46,tip
artery,6,5.22,tip
passed,208,5.66,tip
sis,78,6.44,tip
nephews,26,6.46,tip
suitable,32,6.6,tip
virgin,65,6.0,tip
juan,69,5.08,tip
charles,253,5.22,tip
mixture,50,5.9,tip
uni,101,5.02,tip
universities,5,6.56,tip
marion,17,5.08,tip
aunt,68,6.66,tip
legacy,58,5.9,tip
focus,137,6.12,tip
ratings,70,5.9,tip
wins,136,7.44,tip
phillips,16,5.66,tip
applying,20,6.16,tip
exit,259,4.78,tip
release,130,6.1,tip
az,138,5.08,tip
inn,299,6.02,tip
dis,36,4.18,tip
taxes,87,2.7,tip
brilliant,169,7.68,tip
rocked,150,6.16,tip
falling,114,3.28,tip
baker,63,6.52,tip
experiences,277,6.32,tip
stunning,99,6.5,tip
mansion,31,6.82,tip
grateful,103,7.36,tip
dial,41,5.56,tip
install,76,5.76,tip
suits,73,5.74,tip
cousin,87,6.42,tip
uptown,174,6.27,tip
corp,24,4.98,tip
hush,171,5.0,tip
william,60,5.46,tip
introduced,61,6.28,tip
pacific,59,6.16,tip
depressing,48,1.9,tip
vegas,200,6.36,tip
atlantic,45,6.18,tip
turner,19,5.16,tip
grove,118,5.8,tip
shoulder,143,5.46,tip
acted,85,5.56,tip
disney,58,6.62,tip
brother,189,7.22,tip
peter,125,5.42,tip
gang,66,3.82,tip
uniform,62,5.26,tip
coaches,66,5.52,tip
frequent,411,5.78,tip
anne,66,5.4,tip
reward,236,7.24,tip
useful,58,7.1,tip
spoke,173,5.8,tip
lcd,14,5.22,tip
nut,267,5.86,tip
cemetery,86,2.94,tip
letting,133,5.18,tip
guilt,53,2.58,tip
sec,37,5.3,tip
anyway,363,5.12,tip
yell,84,3.76,tip
stared,32,4.98,tip
frontier,30,5.86,tip
systems,38,5.22,tip
bruh,31,4.6,tip
swimming,159,6.52,tip
computers,83,7.1,tip
muscle,44,6.06,tip
lbs,150,4.64,tip
fishing,125,6.18,tip
misty,23,5.88,tip
capital,87,5.92,tip
cops,107,5.12,tip
suspicious,31,3.28,tip
tonite,104,5.7,tip
gee,51,5.54,tip
flood,32,2.42,tip
torn,55,3.37,tip
seek,66,5.72,tip
ca,205,5.1,tip
cole,188,5.04,tip
likes,267,7.28,tip
bees,83,5.6,tip
knees,94,5.18,tip
feedback,62,5.88,tip
breakdown,11,2.94,tip
curious,61,6.36,tip
alle,3,5.02,tip
mal,20,4.6,tip
ist,21,4.96,tip
das,24,5.0,tip
hebrew,6,5.2,tip
base,244,5.08,tip
marcus,58,5.26,tip
privileges,17,6.55,tip
annoyed,103,2.58,tip
seven,166,5.66,tip
chat,207,6.42,tip
oliver,38,5.24,tip
passionate,66,7.24,tip
mason,83,5.36,tip
unwind,85,6.02,tip
committee,18,5.12,tip
travelers,52,6.26,tip
sociology,2,5.45,tip
holds,85,5.4,tip
intro,36,5.58,tip
administered,5,5.45,tip
exact,148,6.04,tip
values,41,6.72,tip
experts,33,6.28,tip
apt,61,5.72,tip
anxious,36,3.42,tip
annoy,5,3.1,tip
steven,78,5.5,tip
urine,62,3.47,tip
pregnancy,17,6.02,tip
develop,16,6.26,tip
eligible,25,6.66,tip
tooo,11,5.1,tip
consumer,41,5.5,tip
teachers,130,6.44,tip
katie,162,5.48,tip
fuego,36,5.16,tip
chamber,32,5.4,tip
grip,12,5.47,tip
racing,41,6.06,tip
religion,22,6.0,tip
aight,35,4.96,tip
shirley,24,5.26,tip
xx,32,5.12,tip
selected,77,6.32,tip
kim,326,5.22,tip
judy,55,4.8,tip
steel,101,5.08,tip
satellite,20,5.72,tip
receiving,48,6.54,tip
debating,12,5.12,tip
among,240,5.66,tip
smart,216,7.48,tip
jamaica,60,6.32,tip
courts,58,4.24,tip
elvis,85,6.08,tip
statement,57,5.26,tip
temps,45,4.96,tip
nose,143,5.48,tip
glow,62,7.28,tip
net,65,5.96,tip
inferior,25,3.2,tip
wasted,193,2.78,tip
gossip,15,3.58,tip
princess,105,7.08,tip
struggling,31,2.72,tip
hide,92,4.36,tip
mag,29,5.28,tip
historical,95,5.76,tip
rotting,13,3.04,tip
het,13,4.88,tip
freaks,21,4.22,tip
educated,36,7.29,tip
awsome,241,7.04,tip
johnny,177,5.7,tip
covers,86,5.6,tip
thirsty,138,3.79,tip
sobre,2,5.1,tip
todo,58,5.0,tip
porque,4,5.02,tip
groove,35,6.04,tip
mah,18,4.86,tip
gun,130,2.82,tip
numerous,138,6.08,tip
colored,82,6.02,tip
julia,67,5.42,tip
england,96,6.28,tip
legal,77,5.18,tip
melting,42,5.14,tip
registered,60,5.72,tip
mommy,67,7.42,tip
copy,102,5.38,tip
lois,7,5.22,tip
whom,53,4.94,tip
human,161,6.26,tip
jacket,237,6.2,tip
nfl,140,5.16,tip
playoff,37,5.68,tip
dearly,8,6.54,tip
hearing,117,5.82,tip
primary,40,5.88,tip
md,38,5.3,tip
repair,530,4.76,tip
beth,65,5.52,tip
giants,49,5.34,tip
charger,51,5.64,tip
technique,50,5.94,tip
poster,35,5.84,tip
chasing,19,4.7,tip
donald,41,5.48,tip
trump,63,5.3,tip
headline,3,5.52,tip
pe,16,4.8,tip
bom,33,4.54,tip
terms,88,4.54,tip
efficiency,32,6.59,tip
midst,16,5.61,tip
narrow,58,4.54,tip
rio,34,5.74,tip
volunteer,70,6.36,tip
ft,89,4.86,tip
sky,137,7.76,tip
berlin,23,5.26,tip
strictly,45,4.35,tip
floors,327,5.42,tip
eddie,106,5.14,tip
sheet,68,5.53,tip
sir,90,5.26,tip
arch,153,5.79,tip
damage,135,2.58,tip
youll,24,4.94,tip
yer,31,4.64,tip
cheat,82,2.44,tip
sunrise,94,7.04,tip
marc,44,5.1,tip
rays,182,6.49,tip
affected,12,4.3,tip
fear,88,2.32,tip
rising,32,6.54,tip
rang,36,5.64,tip
marginal,72,4.94,tip
adds,143,5.5,tip
lakers,12,5.06,tip
ed,274,5.16,tip
superbowl,51,5.7,tip
bop,28,5.31,tip
willow,46,5.7,tip
crunk,6,4.56,tip
thinks,131,6.38,tip
microphone,5,5.58,tip
angel,164,7.68,tip
tuh,1,4.76,tip
rhythm,14,6.65,tip
mucho,45,6.0,tip
appreciated,202,7.12,tip
dang,207,4.36,tip
lynn,62,5.18,tip
mountains,66,6.96,tip
crossing,65,5.34,tip
dislike,84,2.88,tip
randomly,70,4.5,tip
mellow,118,6.16,tip
wished,68,6.73,tip
lolz,10,5.9,tip
vancouver,11,5.32,tip
dole,32,4.92,tip
equal,72,6.06,tip
kon,4,4.94,tip
bumpin,9,5.27,tip
fails,170,2.06,tip
mis,42,4.88,tip
rank,18,5.72,tip
subsequent,15,5.45,tip
slipping,18,3.9,tip
thoughts,44,6.22,tip
follows,34,5.06,tip
reader,35,6.32,tip
fe,65,4.96,tip
hiring,128,6.34,tip
common,179,4.92,tip
viel,1,4.88,tip
hoped,54,6.28,tip
role,48,5.68,tip
awaits,23,5.49,tip
bald,54,3.9,tip
orientation,21,5.74,tip
civil,49,5.56,tip
war,130,1.8,tip
weakness,19,2.94,tip
apartment,219,5.6,tip
ron,121,5.0,tip
adequate,124,5.66,tip
couldnt,49,3.58,tip
intention,20,5.94,tip
amazon,149,6.8,tip
sites,69,6.0,tip
columbia,46,5.44,tip
psycho,19,2.5,tip
instant,118,6.08,tip
client,166,5.58,tip
blogger,3,5.46,tip
sponsored,22,5.54,tip
nc,25,5.26,tip
bases,18,5.1,tip
repeated,37,4.82,tip
mas,55,5.32,tip
territory,11,5.12,tip
survived,17,6.88,tip
fixing,105,6.0,tip
rome,35,6.98,tip
estate,84,6.2,tip
bam,106,4.94,tip
appreciation,117,7.24,tip
cds,31,6.16,tip
thereafter,13,5.2,tip
ian,58,5.1,tip
pics,221,6.4,tip
arts,168,6.58,tip
truth,146,7.42,tip
fam,162,5.4,tip
roles,28,5.72,tip
hating,16,2.44,tip
scientists,4,6.34,tip
responded,62,5.74,tip
violation,29,2.74,tip
finance,45,4.9,tip
behavior,68,5.5,tip
begin,241,6.28,tip
anybody,130,4.96,tip
loca,12,4.72,tip
cameras,44,6.62,tip
lynch,10,3.22,tip
gm,79,4.82,tip
regards,34,6.27,tip
maintain,50,5.76,tip
driven,45,5.96,tip
casa,78,5.66,tip
backed,91,5.12,tip
muy,301,5.18,tip
versions,32,5.44,tip
died,126,1.56,tip
peace,141,7.86,tip
chase,125,4.94,tip
kane,12,4.86,tip
elizabeth,69,6.14,tip
farming,2,6.42,tip
completion,21,6.78,tip
measure,36,5.32,tip
significant,64,6.82,tip
fade,51,4.04,tip
roam,17,6.09,tip
collect,60,5.66,tip
forth,49,5.74,tip
goodbye,101,3.7,tip
thieves,51,2.29,tip
shitty,240,2.58,tip
yield,7,5.32,tip
lo,310,4.84,tip
applies,56,5.92,tip
thighs,25,5.58,tip
string,93,5.4,tip
quartet,22,5.84,tip
humor,74,7.72,tip
medal,17,6.78,tip
operator,20,4.88,tip
oregon,51,6.0,tip
lu,21,4.9,tip
newman,8,5.86,tip
yelling,90,3.08,tip
ruth,77,5.06,tip
redman,2,4.72,tip
hiding,44,4.34,tip
stains,52,3.55,tip
ceiling,162,5.47,tip
bin,98,4.96,tip
solution,58,6.84,tip
acres,38,6.02,tip
cloud,47,5.62,tip
gentlemen,64,7.0,tip
ignorant,130,3.42,tip
evan,42,5.6,tip
rt,62,4.88,tip
daddy,165,7.02,tip
essence,42,6.1,tip
pittsburgh,23,5.14,tip
employment,18,6.36,tip
philip,21,5.26,tip
associated,37,5.68,tip
industry,145,5.38,tip
supplied,15,5.76,tip
performed,27,6.36,tip
sends,14,5.92,tip
unions,5,5.28,tip
inc,32,4.7,tip
alaska,40,5.64,tip
colonial,31,5.36,tip
indeed,164,6.0,tip
pamela,18,5.54,tip
icy,39,4.34,tip
direction,104,5.54,tip
burnin,10,4.35,tip
leisure,19,7.18,tip
jewish,92,5.72,tip
slavery,7,2.02,tip
jay,125,5.44,tip
sandy,120,5.66,tip
tub,175,5.62,tip
pr,52,5.02,tip
overnight,106,5.58,tip
rs,16,4.54,tip
feliz,31,6.04,tip
web,133,5.84,tip
inner,63,5.42,tip
lips,57,6.52,tip
ships,26,5.96,tip
removal,84,4.43,tip
rust,11,4.02,tip
exposed,45,4.2,tip
extreme,91,5.12,tip
implies,19,5.27,tip
retailers,30,5.5,tip
ranging,39,5.4,tip
esa,8,4.9,tip
lonely,25,2.86,tip
andrew,135,5.22,tip
jus,89,5.0,tip
crooked,29,3.7,tip
negro,22,4.12,tip
math,48,5.46,tip
holler,27,4.62,tip
visible,85,6.04,tip
puppy,197,7.58,tip
hero,61,7.8,tip
corrected,53,5.58,tip
honesty,44,7.76,tip
bond,28,5.68,tip
president,70,5.86,tip
nightmares,14,2.56,tip
reputation,76,6.28,tip
fifteen,57,5.86,tip
india,118,6.42,tip
pen,48,5.72,tip
london,86,6.46,tip
eliminate,7,3.82,tip
specialized,11,5.98,tip
preference,50,6.17,tip
identity,28,5.98,tip
thief,40,2.94,tip
teen,40,5.92,tip
suppose,126,4.92,tip
sufficient,25,6.32,tip
dare,167,5.2,tip
liberty,127,7.24,tip
rc,34,5.02,tip
flipped,10,4.82,tip
shining,27,7.04,tip
wages,11,6.4,tip
calm,163,6.36,tip
echt,3,4.86,tip
als,12,4.58,tip
je,16,4.78,tip
bent,27,4.72,tip
jim,235,5.26,tip
teens,72,5.86,tip
equally,145,6.4,tip
madison,73,5.48,tip
handling,77,5.28,tip
graves,10,3.08,tip
exchanges,36,5.66,tip
excitement,33,7.62,tip
remembering,19,6.28,tip
blessed,53,7.78,tip
heritage,50,6.68,tip
protect,64,6.8,tip
lungs,20,5.63,tip
smokin,52,5.1,tip
partially,23,5.24,tip
abused,18,1.83,tip
poppin,50,5.24,tip
hispanic,74,5.26,tip
shall,153,5.38,tip
combined,92,5.6,tip
inches,68,5.28,tip
tyson,14,4.96,tip
combinations,170,6.06,tip
worm,40,4.04,tip
separately,60,4.55,tip
division,11,4.36,tip
withdrawal,6,3.72,tip
craig,72,5.28,tip
happiness,145,8.44,tip
marine,26,5.72,tip
exceed,22,5.96,tip
boundaries,21,4.7,tip
ole,164,5.48,tip
farther,41,5.14,tip
radio,141,6.58,tip
cardiac,13,4.06,tip
arrest,13,2.42,tip
crumble,35,4.08,tip
diaries,5,5.9,tip
chart,35,5.24,tip
oooooh,8,5.76,tip
gravity,34,5.84,tip
career,33,6.66,tip
lone,21,4.2,tip
residential,68,5.92,tip
partner,98,6.7,tip
shout,163,3.88,tip
subtle,67,5.84,tip
roger,42,5.3,tip
finals,134,5.5,tip
deadline,18,3.66,tip
require,114,4.44,tip
ace,96,6.68,tip
honky,47,3.94,tip
cloudy,42,4.98,tip
junk,158,3.82,tip
crawl,128,4.84,tip
killers,18,2.0,tip
wk,27,4.72,tip
praise,45,7.52,tip
reviewer,52,4.92,tip
vermont,18,5.58,tip
chronic,36,3.79,tip
bare,105,5.12,tip
atlanta,51,5.3,tip
surely,76,6.26,tip
nov,195,5.44,tip
ghosts,22,3.84,tip
daylight,24,6.84,tip
supports,66,6.22,tip
interest,95,6.36,tip
foundation,61,5.66,tip
capacity,87,5.5,tip
maze,66,5.51,tip
auction,39,5.78,tip
gt,14,4.9,tip
weapons,17,2.4,tip
samuel,11,5.3,tip
lipstick,44,6.3,tip
embrace,24,6.22,tip
teams,37,6.02,tip
amy,211,5.52,tip
signing,94,6.04,tip
evans,42,5.24,tip
jumped,30,5.56,tip
splendid,42,7.86,tip
traveler,48,6.56,tip
priority,113,5.66,tip
correctly,144,6.94,tip
ordinary,82,5.02,tip
gallery,123,6.72,tip
constructed,18,5.84,tip
madness,160,3.6,tip
gray,71,4.62,tip
pirates,43,4.14,tip
mph,20,5.3,tip
patrick,162,5.52,tip
bosnian,29,5.04,tip
mb,24,4.98,tip
sc,17,5.02,tip
tore,23,3.62,tip
facing,135,5.26,tip
poland,13,5.88,tip
jonathan,71,5.18,tip
government,45,4.64,tip
deserve,171,6.4,tip
reverse,49,4.5,tip
expenses,11,3.32,tip
humanity,29,7.02,tip
heating,26,6.0,tip
fold,61,4.94,tip
profile,70,5.3,tip
ad,115,4.92,tip
counsel,1,5.26,tip
che,47,4.82,tip
mau,17,4.7,tip
porn,26,4.18,tip
watchin,13,5.6,tip
uk,27,5.84,tip
manual,20,5.76,tip
cry,91,1.84,tip
whew,44,5.38,tip
bullet,25,3.36,tip
whispering,9,5.37,tip
blank,49,4.44,tip
insisted,48,4.58,tip
goin,68,5.24,tip
partly,6,5.32,tip
sai,5,5.1,tip
leonard,17,5.18,tip
suburban,73,5.58,tip
chemicals,30,4.04,tip
mouths,14,5.6,tip
ion,3,5.31,tip
ireland,20,5.98,tip
maximum,34,6.38,tip
anders,6,5.04,tip
stereo,38,6.0,tip
dunno,33,4.48,tip
farewell,32,3.86,tip
dies,23,2.08,tip
nee,6,4.9,tip
suitcase,12,5.74,tip
calor,1,5.14,tip
va,55,5.08,tip
primarily,44,5.42,tip
wondered,13,6.42,tip
contents,16,5.56,tip
lied,90,2.82,tip
bat,62,5.3,tip
soccer,190,6.44,tip
fields,70,5.92,tip
westport,9,5.02,tip
occasion,225,6.26,tip
parker,41,5.52,tip
length,85,5.28,tip
underneath,66,4.72,tip
recession,14,2.48,tip
connect,89,5.86,tip
heartbeat,26,6.78,tip
sd,18,4.7,tip
xo,35,5.7,tip
netflix,55,5.96,tip
error,45,2.6,tip
tend,194,5.3,tip
athletic,27,6.46,tip
rains,40,6.01,tip
shapiro,15,4.86,tip
tube,47,5.34,tip
comment,186,5.58,tip
lift,112,5.78,tip
techniques,32,5.64,tip
century,83,5.78,tip
forest,92,6.68,tip
flowing,61,6.3,tip
gypsy,19,5.31,tip
pending,32,4.54,tip
punk,82,4.66,tip
sp,122,4.88,tip
adios,14,4.34,tip
damages,17,2.96,tip
strikes,35,4.02,tip
revenge,20,3.71,tip
sweeter,52,7.22,tip
terry,44,5.42,tip
parkway,74,5.66,tip
gosh,73,5.0,tip
jeep,42,5.96,tip
housing,28,6.08,tip
financial,49,5.42,tip
violations,74,2.86,tip
grin,7,6.69,tip
counts,58,5.3,tip
jour,16,4.96,tip
attract,24,6.72,tip
buyers,42,5.9,tip
inevitably,8,4.84,tip
safely,52,6.96,tip
naughty,34,4.94,tip
stole,88,2.6,tip
pimp,20,3.73,tip
shotgun,13,3.58,tip
destroyed,46,2.04,tip
uno,36,5.46,tip
functional,43,6.38,tip
listings,24,5.0,tip
howard,72,4.98,tip
xd,32,4.76,tip
regrets,33,3.08,tip
shaped,88,5.8,tip
privately,16,5.76,tip
inter,5,4.94,tip
damaged,70,2.48,tip
warming,53,5.58,tip
hong,83,4.86,tip
psychology,2,5.8,tip
suggesting,13,5.54,tip
rotation,115,5.83,tip
deleted,35,3.36,tip
kau,4,4.92,tip
intermediate,9,5.24,tip
ripping,16,4.34,tip
expansion,74,6.3,tip
expand,92,6.04,tip
loyal,105,7.46,tip
freedom,84,7.9,tip
passenger,35,5.72,tip
sport,82,6.64,tip
misery,10,2.68,tip
emperor,10,5.35,tip
designers,31,6.38,tip
bonnie,38,5.3,tip
curse,16,2.64,tip
churches,9,5.7,tip
grew,121,5.9,tip
stories,113,6.62,tip
baking,82,6.58,tip
rhymes,9,6.6,tip
land,261,6.18,tip
dmc,4,5.08,tip
digging,59,5.26,tip
sin,74,2.64,tip
needle,20,4.36,tip
watches,46,5.62,tip
ross,89,5.54,tip
souls,24,5.98,tip
unite,28,6.64,tip
fur,74,5.34,tip
centre,81,5.42,tip
deny,31,3.44,tip
weiss,23,4.76,tip
beatles,28,6.44,tip
independence,81,7.28,tip
queens,37,6.38,tip
freely,14,7.1,tip
rick,116,5.2,tip
prizes,85,7.2,tip
der,27,4.88,tip
schon,1,4.96,tip
oder,20,4.54,tip
keine,2,4.84,tip
oprah,21,5.42,tip
cope,6,5.44,tip
fm,34,5.5,tip
compete,48,5.66,tip
howling,4,4.32,tip
convinced,34,5.96,tip
commitment,32,6.32,tip
python,10,4.22,tip
demo,42,5.48,tip
arlington,13,5.46,tip
talkin,15,5.58,tip
column,5,5.48,tip
rehearsal,53,5.8,tip
thnx,2,5.94,tip
dey,21,4.8,tip
eyed,48,5.5,tip
twilight,45,5.88,tip
awww,19,5.98,tip
transport,29,6.04,tip
stack,140,5.1,tip
inspiring,25,7.34,tip
arrangement,59,5.86,tip
noted,56,5.08,tip
et,81,5.1,tip
nickel,46,5.56,tip
sean,129,5.42,tip
relate,4,6.02,tip
poco,14,5.2,tip
trending,7,5.58,tip
units,63,5.26,tip
posting,70,5.52,tip
jealous,47,2.68,tip
oxford,23,5.76,tip
interactive,72,6.04,tip
ceremony,46,6.4,tip
mercy,38,6.68,tip
regime,5,4.42,tip
chillin,55,5.9,tip
installed,122,6.04,tip
height,39,5.65,tip
became,114,5.62,tip
apparent,34,5.6,tip
proteins,31,6.25,tip
barry,49,5.18,tip
global,43,6.0,tip
republic,43,5.76,tip
painful,92,2.12,tip
research,117,6.46,tip
justification,6,6.1,tip
representatives,11,5.28,tip
finds,180,5.94,tip
borrow,28,4.66,tip
hittin,8,4.12,tip
forthcoming,18,6.1,tip
seal,41,5.86,tip
responsible,64,5.8,tip
reply,68,5.62,tip
vehicles,131,6.28,tip
bastard,34,2.52,tip
printer,46,5.62,tip
il,60,4.28,tip
peel,109,5.2,tip
trained,142,5.86,tip
associates,122,5.56,tip
economy,58,4.38,tip
afford,105,6.16,tip
pearl,85,7.06,tip
exclusive,73,6.48,tip
wack,38,4.1,tip
babes,18,6.28,tip
wth,90,4.7,tip
dammit,41,3.36,tip
requiring,22,5.02,tip
poi,14,5.14,tip
cane,115,4.82,tip
enforcement,30,4.1,tip
decline,42,3.08,tip
downloading,18,6.22,tip
credits,31,5.86,tip
accidentally,65,3.98,tip
considerably,19,5.75,tip
indication,23,5.56,tip
comparison,85,5.37,tip
singer,78,6.82,tip
caused,55,4.54,tip
strings,40,5.02,tip
catching,81,5.62,tip
hired,55,6.7,tip
born,108,6.82,tip
honored,77,7.14,tip
boobs,33,5.92,tip
exhibition,60,6.58,tip
powerful,32,7.08,tip
embassy,25,5.4,tip
cigarette,127,3.09,tip
destination,147,6.4,tip
sex,109,7.44,tip
moral,10,6.54,tip
climb,62,5.68,tip
pockets,49,5.9,tip
architect,7,6.36,tip
conceived,2,6.29,tip
offices,38,5.0,tip
kg,5,5.08,tip
screaming,126,2.96,tip
finale,22,6.0,tip
circular,22,5.64,tip
convo,33,5.06,tip
altered,37,4.82,tip
sandra,29,5.46,tip
dying,81,2.1,tip
peaceful,263,7.5,tip
alice,37,5.52,tip
millionaire,8,7.62,tip
passengers,42,5.72,tip
stranded,23,3.73,tip
voices,18,5.56,tip
boca,42,4.94,tip
perry,34,5.26,tip
ellis,14,5.24,tip
waters,99,6.32,tip
automatic,104,6.0,tip
tackle,13,4.94,tip
supermarkets,17,6.44,tip
sua,17,4.92,tip
activity,126,6.32,tip
regard,31,5.66,tip
layers,77,5.6,tip
flesh,13,4.67,tip
ruling,1,4.68,tip
pearls,30,6.77,tip
swine,15,3.64,tip
homie,27,4.92,tip
invented,44,6.58,tip
brad,81,5.3,tip
sharon,53,5.46,tip
dvds,24,6.24,tip
gap,42,4.92,tip
tide,48,5.94,tip
asset,42,6.54,tip
bem,10,4.96,tip
ao,5,4.8,tip
rise,64,6.36,tip
dearest,10,7.1,tip
thirty,74,5.79,tip
keys,151,5.98,tip
neglected,31,2.84,tip
diana,56,5.76,tip
topic,15,5.42,tip
relevant,14,6.49,tip
integrity,44,6.74,tip
waist,45,5.58,tip
volunteers,63,6.64,tip
simultaneously,7,5.8,tip
plains,4,5.52,tip
tactics,16,5.3,tip
stressed,32,2.74,tip
spontaneous,19,6.54,tip
campbell,53,4.94,tip
immediate,85,5.6,tip
restless,4,3.88,tip
traders,12,5.58,tip
rap,41,4.94,tip
dew,40,6.34,tip
fools,19,3.28,tip
manchester,48,5.56,tip
workshop,58,5.76,tip
duration,17,5.42,tip
ab,29,4.68,tip
contrary,58,4.24,tip
species,12,5.76,tip
methods,16,5.48,tip
debut,14,6.14,tip
sonic,97,5.7,tip
jake,73,5.26,tip
complaining,138,2.82,tip
nerves,14,4.47,tip
